,id_movie,id,name
456,10149,18,Drama
457,18402,35,Comedy
458,9348,878,Science Fiction
459,9348,27,Horror
460,9348,28,Action
461,139408,18,Drama
462,281,80,Crime
463,281,18,Drama
464,281,878,Science Fiction
465,281,53,Thriller
466,5967,18,Drama
467,5967,10749,Romance
468,79593,53,Thriller
469,47939,18,Drama
470,47939,14,Fantasy
471,36834,18,Drama
472,36834,10749,Romance
473,9090,35,Comedy
474,3512,28,Action
475,3512,53,Thriller
476,52856,35,Comedy
477,52856,18,Drama
478,52856,10751,Family
479,77350,99,Documentary
480,9560,18,Drama
481,9560,10749,Romance
482,9804,12,Adventure
483,9804,28,Action
484,31611,18,Drama
485,65796,28,Action
486,65796,37,Western
487,49805,18,Drama
488,26258,12,Adventure
489,26258,28,Action
490,26258,35,Comedy
491,26258,80,Crime
492,26258,10751,Family
493,50797,18,Drama
494,19155,18,Drama
495,19155,10752,War
496,76,18,Drama
497,76,10749,Romance
498,11017,35,Comedy
499,37141,18,Drama
500,37141,53,Thriller
501,9382,35,Comedy
502,9382,18,Drama
503,6715,18,Drama
504,6715,10751,Family
505,18256,53,Thriller
506,18256,18,Drama
507,18256,27,Horror
508,18256,9648,Mystery
509,22625,18,Drama
510,22625,10751,Family
511,22625,10749,Romance
512,2292,35,Comedy
513,1909,10749,Romance
514,1909,18,Drama
515,1909,35,Comedy
516,8984,18,Drama
517,8984,53,Thriller
518,8984,80,Crime
519,8984,9648,Mystery
520,8984,10749,Romance
521,61813,53,Thriller
522,4954,28,Action
523,4954,12,Adventure
524,4954,53,Thriller
525,62488,80,Crime
526,62488,35,Comedy
527,62488,14,Fantasy
528,10531,18,Drama
529,10531,53,Thriller
530,10531,9648,Mystery
531,11929,80,Crime
532,11929,18,Drama
533,11929,9648,Mystery
534,8467,35,Comedy
535,10451,35,Comedy
536,10451,18,Drama
537,10451,10749,Romance
538,20156,18,Drama
539,20156,9648,Mystery
540,18395,53,Thriller
541,18395,35,Comedy
542,18395,80,Crime
543,18395,10749,Romance
544,522,35,Comedy
545,522,18,Drama
546,522,36,History
547,397,35,Comedy
548,397,10749,Romance
549,10525,35,Comedy
550,10525,18,Drama
551,10525,10749,Romance
552,27985,28,Action
553,27985,12,Adventure
554,27985,18,Drama
555,27985,10751,Family
556,15789,10749,Romance
557,15789,16,Animation
558,15789,10751,Family
559,15789,35,Comedy
560,15789,12,Adventure
561,27303,18,Drama
562,27303,53,Thriller
563,21183,18,Drama
564,21183,10751,Family
565,21183,14,Fantasy
566,10954,36,History
567,10954,18,Drama
568,47867,18,Drama
569,47867,10751,Family
570,47867,14,Fantasy
571,43475,14,Fantasy
572,43475,16,Animation
573,43475,878,Science Fiction
574,43475,10751,Family
575,72031,18,Drama
576,72031,28,Action
577,72031,53,Thriller
578,72031,80,Crime
579,14275,99,Documentary
580,1024,18,Drama
581,1024,14,Fantasy
582,17207,35,Comedy
583,17207,10751,Family
584,13701,18,Drama
585,13701,10402,Music
586,13701,10749,Romance
587,14819,35,Comedy
588,14819,10751,Family
589,14819,18,Drama
590,32631,28,Action
591,32631,53,Thriller
592,11777,35,Comedy
593,11777,18,Drama
594,11777,10749,Romance
595,628,27,Horror
596,628,10749,Romance
597,87729,18,Drama
598,87729,10749,Romance
599,18713,35,Comedy
600,18713,80,Crime
601,6280,35,Comedy
602,6280,10751,Family
603,6280,10749,Romance
604,9061,28,Action
605,9061,18,Drama
606,9061,9648,Mystery
607,9061,53,Thriller
608,37108,12,Adventure
609,37108,14,Fantasy
610,37108,35,Comedy
611,37108,878,Science Fiction
612,37108,10751,Family
613,6071,28,Action
614,6071,80,Crime
615,6071,18,Drama
616,6071,53,Thriller
617,11,12,Adventure
618,11,28,Action
619,11,878,Science Fiction
620,9587,18,Drama
621,9587,10749,Romance
622,19101,18,Drama
623,19101,10751,Family
624,19101,14,Fantasy
625,49980,18,Drama
626,17961,80,Crime
627,17961,18,Drama
628,18183,18,Drama
629,18183,10749,Romance
630,4476,12,Adventure
631,4476,18,Drama
632,4476,10749,Romance
633,4476,10752,War
634,11008,12,Adventure
635,11008,35,Comedy
636,11008,10751,Family
637,47504,28,Action
638,47504,18,Drama
639,32325,80,Crime
640,32325,18,Drama
641,43742,18,Drama
642,43742,10749,Romance
643,28313,18,Drama
644,11318,35,Comedy
645,11318,18,Drama
646,11318,36,History
647,3036,18,Drama
648,3036,27,Horror
649,3036,878,Science Fiction
650,3036,10749,Romance
651,40490,28,Action
652,40490,35,Comedy
653,40490,10751,Family
654,24070,35,Comedy
655,24070,18,Drama
656,24070,10749,Romance
657,8986,35,Comedy
658,8986,10749,Romance
659,10510,14,Fantasy
660,10510,18,Drama
661,10510,10751,Family
662,17402,35,Comedy
663,17402,10749,Romance
664,38722,35,Comedy
665,38722,18,Drama
666,8438,80,Crime
667,8438,18,Drama
668,11593,18,Drama
669,11593,35,Comedy
670,1945,18,Drama
671,1945,53,Thriller
672,39310,80,Crime
673,39310,18,Drama
674,109560,28,Action
675,109560,53,Thriller
676,109560,80,Crime
677,109560,18,Drama
678,56428,27,Horror
679,63105,878,Science Fiction
680,63105,28,Action
681,63105,53,Thriller
682,131957,18,Drama
683,131957,10749,Romance
684,241,80,Crime
685,241,53,Thriller
686,241,18,Drama
687,9058,35,Comedy
688,9058,18,Drama
689,9058,10749,Romance
690,527,18,Drama
691,18220,18,Drama
692,18220,10749,Romance
693,18220,53,Thriller
694,6950,28,Action
695,6950,18,Drama
696,6950,878,Science Fiction
697,6950,53,Thriller
698,101,53,Thriller
699,101,80,Crime
700,101,18,Drama
701,63020,35,Comedy
702,63020,18,Drama
703,63020,10749,Romance
704,2307,35,Comedy
705,2307,18,Drama
706,2307,10749,Romance
707,680,53,Thriller
708,680,80,Crime
709,41478,18,Drama
710,25296,35,Comedy
711,25296,18,Drama
712,40156,18,Drama
713,40156,10749,Romance
714,11450,36,History
715,11450,18,Drama
716,30304,18,Drama
717,30304,36,History
718,10452,18,Drama
719,10452,36,History
720,12106,28,Action
721,12106,37,Western
722,161495,18,Drama
723,161495,35,Comedy
724,3586,18,Drama
725,3586,35,Comedy
726,110,18,Drama
727,110,9648,Mystery
728,110,10749,Romance
729,108,18,Drama
730,108,10402,Music
731,108,9648,Mystery
732,109,35,Comedy
733,109,18,Drama
734,109,9648,Mystery
735,159185,18,Drama
736,36357,35,Comedy
737,36357,10751,Family
738,36357,10770,TV Movie
739,92769,27,Horror
740,92769,18,Drama
741,28033,35,Comedy
742,28033,18,Drama
743,22586,16,Animation
744,14334,18,Drama
745,14334,10751,Family
746,14334,14,Fantasy
747,2636,28,Action
748,2636,53,Thriller
749,2164,28,Action
750,2164,12,Adventure
751,2164,878,Science Fiction
752,11395,14,Fantasy
753,11395,18,Drama
754,11395,35,Comedy
755,11395,10751,Family
756,278,18,Drama
757,278,80,Crime
758,9905,80,Crime
759,9905,53,Thriller
760,87078,18,Drama
761,87078,53,Thriller
762,12527,35,Comedy
763,12527,18,Drama
764,20306,80,Crime
765,20306,35,Comedy
766,36614,35,Comedy
767,36614,18,Drama
768,36614,10749,Romance
769,27993,35,Comedy
770,31439,18,Drama
771,31439,10749,Romance
772,31439,10752,War
773,9067,28,Action
774,9067,35,Comedy
775,9067,14,Fantasy
776,9067,878,Science Fiction
777,9059,27,Horror
778,9059,35,Comedy
779,9059,53,Thriller
780,193,878,Science Fiction
781,193,28,Action
782,193,12,Adventure
783,193,53,Thriller
784,25066,80,Crime
785,25066,27,Horror
786,25066,53,Thriller
787,46797,18,Drama
788,46797,10749,Romance
789,12122,53,Thriller
790,12122,27,Horror
791,12122,878,Science Fiction
792,11381,35,Comedy
793,32636,18,Drama
794,32636,10749,Romance
795,36141,53,Thriller
796,36141,80,Crime
797,95963,18,Drama
798,95963,10752,War
799,1587,10749,Romance
800,1587,18,Drama
801,9271,28,Action
802,9271,80,Crime
803,9271,878,Science Fiction
804,9271,53,Thriller
805,2064,35,Comedy
806,2064,18,Drama
807,2064,10749,Romance
808,19855,18,Drama
809,60855,35,Comedy
810,60855,10749,Romance
811,236,18,Drama
812,236,35,Comedy
813,236,10749,Romance
814,48287,35,Comedy
815,48287,18,Drama
816,48287,10751,Family
817,3049,35,Comedy
818,3049,9648,Mystery
819,2759,18,Drama
820,2759,35,Comedy
821,12635,18,Drama
822,12635,10402,Music
823,10497,53,Thriller
824,10497,18,Drama
825,10497,10749,Romance
826,11382,28,Action
827,11382,35,Comedy
828,11382,53,Thriller
829,9331,28,Action
830,9331,18,Drama
831,9331,53,Thriller
832,10731,18,Drama
833,10731,53,Thriller
834,10731,80,Crime
835,10731,9648,Mystery
836,10464,35,Comedy
837,10464,18,Drama
838,10464,10751,Family
839,10464,10749,Romance
840,34152,35,Comedy
841,34152,18,Drama
842,9495,14,Fantasy
843,9495,28,Action
844,9495,53,Thriller
845,29973,18,Drama
846,888,14,Fantasy
847,888,35,Comedy
848,888,10751,Family
849,13,35,Comedy
850,13,18,Drama
851,13,10749,Romance
852,712,35,Comedy
853,712,18,Drama
854,712,10749,Romance
855,16295,10749,Romance
856,16295,18,Drama
857,16295,80,Crime
858,48992,35,Comedy
859,48992,18,Drama
860,48992,10749,Romance
861,10879,28,Action
862,10879,35,Comedy
863,10879,10749,Romance
864,10660,35,Comedy
865,10660,18,Drama
866,10660,10749,Romance
867,10714,12,Adventure
868,10714,18,Drama
869,10714,10751,Family
870,41647,99,Documentary
871,41647,10769,Foreign
872,8587,10751,Family
873,8587,16,Animation
874,8587,18,Drama
875,1689,18,Drama
876,1689,36,History
877,11596,27,Horror
878,11596,53,Thriller
879,11596,9648,Mystery
880,11596,14,Fantasy
881,854,10749,Romance
882,854,35,Comedy
883,854,80,Crime
884,854,14,Fantasy
885,9359,28,Action
886,9359,12,Adventure
887,9359,35,Comedy
888,9359,18,Drama
889,9359,37,Western
890,23333,18,Drama
891,36593,35,Comedy
892,36593,80,Crime
893,12280,35,Comedy
894,12280,18,Drama
895,2788,18,Drama
896,10427,80,Crime
897,10427,18,Drama
898,10427,53,Thriller
899,11011,35,Comedy
900,11011,10751,Family
901,49803,18,Drama
902,8987,28,Action
903,8987,12,Adventure
904,8987,80,Crime
905,8987,53,Thriller
906,1637,28,Action
907,1637,12,Adventure
908,1637,80,Crime
909,15128,35,Comedy
910,15128,10749,Romance
911,8831,53,Thriller
912,8831,878,Science Fiction
913,8831,28,Action
914,8831,80,Crime
915,36955,28,Action
916,36955,53,Thriller
917,10449,18,Drama
918,10449,10749,Romance
919,10395,14,Fantasy
920,12160,18,Drama
921,12160,28,Action
922,12160,37,Western
923,40480,28,Action
924,40480,80,Crime
925,40480,10749,Romance
926,40480,53,Thriller
927,52038,35,Comedy
928,52038,18,Drama
929,29444,35,Comedy
930,29444,18,Drama
931,26352,28,Action
932,26352,35,Comedy
933,26352,80,Crime
934,39953,18,Drama
935,41580,18,Drama
936,315,28,Action
937,315,80,Crime
938,22067,80,Crime
939,22067,18,Drama
940,22067,10749,Romance
941,18242,16,Animation
942,18242,878,Science Fiction
943,11667,28,Action
944,11667,12,Adventure
945,11667,53,Thriller
946,32502,28,Action
947,32502,35,Comedy
948,28732,28,Action
949,28732,12,Adventure
950,28732,80,Crime
951,28732,18,Drama
952,28732,53,Thriller
953,75555,27,Horror
954,75555,53,Thriller
955,42981,99,Documentary
956,278939,10749,Romance
957,278939,12,Adventure
958,278939,80,Crime
959,278939,18,Drama
960,291731,53,Thriller
961,291731,18,Drama
962,226229,28,Action
963,226229,53,Thriller
964,203119,35,Comedy
965,316098,99,Documentary
966,8011,28,Action
967,8011,14,Fantasy
968,8011,878,Science Fiction
969,2654,27,Horror
970,2654,9648,Mystery
971,2654,53,Thriller
972,18069,18,Drama
973,18069,10749,Romance
974,19092,80,Crime
975,19092,18,Drama
976,2758,35,Comedy
977,2758,10751,Family
978,2758,14,Fantasy
979,38129,35,Comedy
980,10436,18,Drama
981,10436,10749,Romance
982,13595,35,Comedy
983,13595,80,Crime
984,13595,10402,Music
985,46094,35,Comedy
986,46094,10751,Family
987,9409,28,Action
988,9409,35,Comedy
989,11853,28,Action
990,11853,12,Adventure
991,11853,35,Comedy
992,11853,18,Drama
993,11853,37,Western
994,16771,35,Comedy
995,16771,18,Drama
996,16771,10749,Romance
997,46924,18,Drama
998,46924,35,Comedy
999,46924,14,Fantasy
1000,11041,35,Comedy
1001,306,28,Action
1002,306,35,Comedy
1003,306,80,Crime
1004,14522,28,Action
1005,14522,12,Adventure
1006,14522,18,Drama
1007,14522,10751,Family
1008,26203,9648,Mystery
1009,26203,80,Crime
1010,26203,18,Drama
1011,26203,53,Thriller
1012,178,18,Drama
1013,178,28,Action
1014,178,53,Thriller
1015,19819,18,Drama
1016,57834,18,Drama
1017,57834,10749,Romance
1018,4722,27,Horror
1019,4722,878,Science Fiction
1020,4722,53,Thriller
1021,18215,18,Drama
1022,18215,10749,Romance
1023,1607,18,Drama
1024,1607,80,Crime
1025,26391,35,Comedy
1026,117553,18,Drama
1027,117553,35,Comedy
1028,6075,28,Action
1029,6075,80,Crime
1030,6075,18,Drama
1031,6075,53,Thriller
1032,11310,28,Action
1033,11310,35,Comedy
1034,11310,18,Drama
1035,11310,37,Western
1036,18658,35,Comedy
1037,18658,53,Thriller
1038,18658,9648,Mystery
1039,9350,28,Action
1040,9350,12,Adventure
1041,9350,53,Thriller
1042,9612,35,Comedy
1043,9612,878,Science Fiction
1044,9612,10751,Family
1045,2124,18,Drama
1046,2124,9648,Mystery
1047,2124,10749,Romance
1048,2124,53,Thriller
1049,26261,28,Action
1050,26261,35,Comedy
1051,26261,10751,Family
1052,19176,37,Western
1053,19176,28,Action
1054,19176,35,Comedy
1055,49299,18,Drama
1056,11566,35,Comedy
1057,9571,35,Comedy
1058,9571,18,Drama
1059,9739,80,Crime
1060,9739,28,Action
1061,9739,878,Science Fiction
1062,24257,99,Documentary
1063,34444,37,Western
1064,34444,18,Drama
1065,34444,35,Comedy
1066,34444,10749,Romance
1067,26141,35,Comedy
1068,10997,18,Drama
1069,50463,18,Drama
1070,50463,35,Comedy
1071,50463,10749,Romance
1072,10443,18,Drama
1073,20239,35,Comedy
1074,16297,35,Comedy
1075,16297,18,Drama
1076,18551,18,Drama
1077,18551,9648,Mystery
1078,18551,10749,Romance
1079,25440,35,Comedy
1080,25440,53,Thriller
1081,25440,9648,Mystery
1082,25440,10749,Romance
1083,25440,10769,Foreign
1084,9024,35,Comedy
1085,9024,10749,Romance
1086,37233,18,Drama
1087,37233,9648,Mystery
1088,37233,53,Thriller
1089,1634,10751,Family
1090,1634,12,Adventure
1091,13815,80,Crime
1092,13815,18,Drama
1093,13815,53,Thriller
1094,5503,12,Adventure
1095,5503,28,Action
1096,5503,53,Thriller
1097,5503,80,Crime
1098,5503,9648,Mystery
1099,35588,36,History
1100,35588,28,Action
1101,35588,18,Drama
1102,35588,37,Western
1103,2087,18,Drama
1104,2087,28,Action
1105,2087,53,Thriller
1106,41579,10751,Family
1107,41579,35,Comedy
1108,41579,80,Crime
1109,18620,18,Drama
1110,18620,10749,Romance
1111,41006,35,Comedy
1112,41006,18,Drama
1113,4916,18,Drama
1114,4916,53,Thriller
1115,2019,28,Action
1116,2019,12,Adventure
1117,2019,80,Crime
1118,2019,53,Thriller
1119,31642,36,History
1120,31642,10752,War
1121,31642,28,Action
1122,31642,18,Drama
1123,9255,28,Action
1124,9255,35,Comedy
1125,9255,10752,War
1126,26271,35,Comedy
1127,10612,18,Drama
1128,10612,35,Comedy
1129,10612,10749,Romance
1130,2259,10749,Romance
1131,2259,18,Drama
1132,16097,35,Comedy
1133,11934,35,Comedy
1134,11934,18,Drama
1135,106143,35,Comedy
1136,106143,18,Drama
1137,12475,35,Comedy
1138,9386,28,Action
1139,9386,18,Drama
1140,9386,53,Thriller
1141,9386,80,Crime
1142,9386,9648,Mystery
1143,7984,18,Drama
1144,59930,35,Comedy
1145,59930,18,Drama
1146,59930,10749,Romance
1147,15765,18,Drama
1148,15765,10402,Music
1149,31643,35,Comedy
1150,6,28,Action
1151,6,53,Thriller
1152,6,80,Crime
1153,329,12,Adventure
1154,329,878,Science Fiction
1155,10909,53,Thriller
1156,10909,80,Crime
1157,507,28,Action
1158,507,80,Crime
1159,507,18,Drama
1160,507,53,Thriller
1161,34024,18,Drama
1162,29918,28,Action
1163,29918,12,Adventure
1164,29918,18,Drama
1165,29918,10751,Family
1166,9593,12,Adventure
1167,9593,14,Fantasy
1168,9593,28,Action
1169,9593,35,Comedy
1170,9593,10751,Family
1171,42580,35,Comedy
1172,42580,10751,Family
1173,22317,28,Action
1174,22317,35,Comedy
1175,22317,37,Western
1176,1413,18,Drama
1177,1413,10749,Romance
1178,12121,35,Comedy
1179,2246,18,Drama
1180,2246,80,Crime
1181,10502,18,Drama
1182,10440,35,Comedy
1183,10440,9648,Mystery
1184,9516,18,Drama
1185,9516,28,Action
1186,9516,80,Crime
1187,2320,28,Action
1188,2320,12,Adventure
1189,2320,18,Drama
1190,2320,53,Thriller
1191,5879,18,Drama
1192,5879,10749,Romance
1193,83718,53,Thriller
1194,83718,35,Comedy
1195,83718,18,Drama
1196,83718,10749,Romance
1197,11971,18,Drama
1198,11971,35,Comedy
1199,11971,10749,Romance
1200,2625,18,Drama
1201,2625,10749,Romance
1202,31911,35,Comedy
1203,31911,10749,Romance
1204,788,35,Comedy
1205,788,18,Drama
1206,788,10751,Family
1207,21450,35,Comedy
1208,21450,18,Drama
1209,11231,12,Adventure
1210,41588,35,Comedy
